"submission_date","state","tot_cases","new_case","tot_death","new_death"
2021-01-28,"MN","458633","1316.0","6208","16.0"
2021-10-05,"MN","725451","7124.0","8316","22.0"
2020-09-01,"MN","77085","1221.0","1882","16.0"
2022-05-08,"MN","1463955","0.0","12805","0.0"
2021-09-19,"MN","683249","818.0","8082","3.0"
2020-07-14,"MN","43170","0.0","1548","0.0"
2022-03-08,"MN","1420149","1455.0","12411","20.0"
2021-06-19,"MN","604400","108.0","7630","5.0"
2020-08-22,"MN","69584","1451.0","1813","14.0"
2020-06-05,"MN","27501","1228.0","1181","55.0"
2020-08-24,"MN","70707","409.0","1828","11.0"
2021-06-18,"MN","604292","108.0","7625","5.0"
2020-05-10,"MN","11271","0.0","578","0.0"
2021-06-12,"MN","603614","148.0","7596","7.0"
2021-02-14,"MN","473567","776.0","6444","7.0"
2020-07-10,"MN","41571","804.0","1537","4.0"
2020-03-12,"MN","10","5.0","0","0.0"
2021-05-17,"MN","595016","589.0","7389","0.0"
2021-04-29,"MN","573938","1913.0","7221","30.0"
2021-09-24,"MN","697182","2862.0","8169","22.0"
2022-03-26,"MN","1427270","0.0","12589","0.0"
2020-10-04,"MN","103826","0.0","2133","0.0"
2020-12-19,"MN","394635","2746.0","4839","57.0"
2021-05-05,"MN","582576","1241.0","7284","17.0"
2022-04-02,"MN","1430089","0.0","12640","0.0"
2020-05-25,"MN","21960","1387.0","908","30.0"
2022-04-27,"MN","1448939","1364.0","12769","15.0"
2020-07-24,"MN","50291","801.0","1611","5.0"
2021-04-22,"MN","562420","1970.0","7132","10.0"
2020-05-30,"MN","24850","1319.0","1050","44.0"
2020-07-25,"MN","50291","0.0","1611","0.0"
2020-09-07,"MN","81608","383.0","1914","2.0"
2020-08-10,"MN","61839","323.0","1707","6.0"
2021-02-08,"MN","468682","564.0","6370","3.0"
2021-07-26,"MN","609810","143.0","7746","1.0"
2021-04-04,"MN","526267","0.0","6953","0.0"
2021-05-03,"MN","580340","1105.0","7256","3.0"
2022-04-04,"MN","1430556","467.0","12645","5.0"
2020-06-30,"MN","36716","855.0","1482","12.0"
2020-02-09,"MN","0","0.0","0","0.0"
2021-03-18,"MN","501458","1496.0","6830","6.0"
2020-11-11,"MN","194570","4889.0","2810","58.0"
2020-11-04,"MN","160923","3827.0","2584","31.0"
2022-01-27,"MN","1295117","14617.0","11489","67.0"
2021-06-27,"MN","605137","97.0","7675","4.0"
2022-01-21,"MN","1216734","11805.0","11291","36.0"
2020-11-13,"MN","207339","5544.0","2895","46.0"
2021-08-13,"MN","624851","1324.0","7822","6.0"
2020-10-03,"MN","103826","2460.0","2133","21.0"
2020-09-15,"MN","85351","0.0","1979","0.0"
2020-10-26,"MN","135372","1570.0","2406","4.0"
2021-02-10,"MN","469905","651.0","6387","11.0"
2021-03-14,"MN","497392","997.0","6814","5.0"
2022-04-12,"MN","1435232","1334.0","12689","2.0"
2020-12-31,"MN","415302","2195.0","5382","61.0"
2021-06-24,"MN","604879","121.0","7654","6.0"
2022-04-22,"MN","1443859","1463.0","12752","10.0"
2020-10-21,"MN","126591","1060.0","2334","35.0"
2021-10-27,"MN","781548","1799.0","8736","31.0"
2021-02-07,"MN","468118","901.0","6367","10.0"
2021-06-29,"MN","605297","79.0","7680","0.0"
2021-04-26,"MN","569440","1197.0","7157","0.0"
2022-01-13,"MN","1126697","11499.0","11079","52.0"
2021-05-20,"MN","597052","866.0","7426","8.0"
2020-09-17,"MN","86722","909.0","1994","9.0"
2020-04-17,"MN","2174","161.0","115","14.0"
2020-10-07,"MN","107922","2182.0","2160","20.0"
2020-07-06,"MN","39133","564.0","1514","3.0"
2020-04-06,"MN","1069","83.0","34","5.0"
2020-05-24,"MN","20573","728.0","878","17.0"
2020-04-15,"MN","1862","53.0","90","3.0"
2021-03-23,"MN","507231","855.0","6857","7.0"
2020-12-21,"MN","399311","1992.0","4931","22.0"
2020-03-23,"MN","262","26.0","1","0.0"
2021-10-04,"MN","718327","1181.0","8294","9.0"
2020-07-04,"MN","38136","512.0","1508","5.0"
2021-05-26,"MN","599909","432.0","7486","12.0"
2020-11-10,"MN","189681","4893.0","2752","23.0"
2020-10-11,"MN","113439","1171.0","2197","3.0"
2020-03-21,"MN","137","22.0","1","1.0"
2020-01-29,"MN","0","0.0","0","0.0"
2021-05-25,"MN","599477","243.0","7474","11.0"
2020-10-05,"MN","105740","1914.0","2140","7.0"
2021-01-21,"MN","450762","1270.0","6079","32.0"
2021-06-20,"MN","604509","109.0","7638","8.0"
2021-10-29,"MN","787550","3317.0","8793","16.0"
2020-10-17,"MN","121090","1694.0","2217","5.0"
2020-08-14,"MN","64413","690.0","1745","6.0"
2021-10-03,"MN","717146","1178.0","8285","6.0"
2021-06-26,"MN","605040","69.0","7671","6.0"
2020-08-27,"MN","73240","850.0","1859","4.0"
2021-07-15,"MN","607278","209.0","7725","2.0"
2021-02-05,"MN","466224","1048.0","6341","22.0"
2020-03-18,"MN","89","12.0","0","0.0"
2020-01-25,"MN","0","0.0","0","0.0"
2022-02-08,"MN","1375279","10395.0","11832","48.0"
2021-07-07,"MN","606034","231.0","7708","0.0"
2021-01-10,"MN","436572","2159.0","5775","44.0"
2021-12-08,"MN","948490","3045.0","9898","75.0"
2020-02-23,"MN","0","0.0","0","0.0"
2020-02-26,"MN","0","0.0","0","0.0"
2020-10-28,"MN","139444","1908.0","2440","19.0"
2022-02-05,"MN","1359058","0.0","11749","0.0"
2022-03-15,"MN","1422815","471.0","12489","9.0"
2021-03-07,"MN","490011","895.0","6618","4.0"
2022-04-09,"MN","1433225","0.0","12680","0.0"
2022-01-24,"MN","1229444","12710.0","11333","42.0"
2021-01-01,"MN","415302","0.0","5382","0.0"
2021-08-16,"MN","626310","487.0","7827","3.0"
2021-02-25,"MN","481831","986.0","6518","7.0"
2020-09-03,"MN","78966","1881.0","1899","17.0"
2021-08-04,"MN","615923","933.0","7776","5.0"
2021-04-08,"MN","535182","2524.0","7000","14.0"
2021-09-22,"MN","692029","1638.0","8118","14.0"
2020-04-12,"MN","1621","107.0","70","3.0"
2020-07-15,"MN","44347","1177.0","1564","16.0"
2020-10-25,"MN","133802","1680.0","2402","21.0"
2020-03-01,"MN","0","0.0","0","0.0"
2020-03-20,"MN","115","0.0","0","0.0"
2020-05-05,"MN","7851","617.0","455","27.0"
2022-04-30,"MN","1452547","0.0","12778","0.0"
2021-04-17,"MN","554536","2419.0","7083","10.0"
2022-05-03,"MN","1456778","2500.0","12782","1.0"
2021-12-29,"MN","1015435","5210.0","10602","69.0"
2022-01-19,"MN","1193504","44616.0","11177","37.0"
2021-11-28,"MN","895229","0.0","9462","0.0"
2020-02-28,"MN","0","0.0","0","0.0"
2020-12-16,"MN","386412","2248.0","4634","92.0"
2020-05-23,"MN","19845","0.0","861","0.0"
2020-12-12,"MN","375398","4430.0","4418","67.0"
2020-02-29,"MN","0","0.0","0","0.0"
2020-12-29,"MN","411110","972.0","5255","36.0"
2021-12-16,"MN","975447","3780.0","10181","39.0"
2021-12-19,"MN","979283","0.0","10235","0.0"
2020-11-08,"MN","180862","5908.0","2710","31.0"
2022-03-23,"MN","1426326","270.0","12562","12.0"
2022-02-28,"MN","1413576","1079.0","12289","28.0"
2020-03-13,"MN","14","4.0","0","0.0"
2022-01-17,"MN","1138246","0.0","11111","0.0"
2020-09-28,"MN","97638","0.0","2067","0.0"
2021-06-08,"MN","603005","125.0","7562","2.0"
2021-01-11,"MN","437552","980.0","5779","4.0"
2020-09-22,"MN","92100","678.0","2037","6.0"
2020-04-22,"MN","2721","0.0","179","0.0"
2020-06-16,"MN","31296","414.0","1357","13.0"
2021-06-07,"MN","602880","194.0","7560","2.0"
2020-07-23,"MN","49490","769.0","1606","5.0"
2021-08-29,"MN","645458","634.0","7896","2.0"
2021-09-03,"MN","655418","2130.0","7937","5.0"
2020-06-07,"MN","28224","338.0","1208","11.0"
2021-03-16,"MN","498926","708.0","6817","2.0"
2021-08-31,"MN","649964","3870.0","7904","6.0"
2021-07-20,"MN","608405","621.0","7732","1.0"
2021-02-01,"MN","462528","721.0","6270","2.0"
2021-11-12,"MN","841625","4838.0","9120","28.0"
2020-02-01,"MN","0","0.0","0","0.0"
2020-04-18,"MN","2213","39.0","121","6.0"
2021-02-09,"MN","469254","572.0","6376","6.0"
2021-11-15,"MN","846887","5262.0","9120","0.0"
2020-01-27,"MN","0","0.0","0","0.0"
2022-01-01,"MN","1022212","0.0","10656","0.0"
2021-11-30,"MN","912370","12631.0","9506","0.0"
2021-02-23,"MN","480091","500.0","6502","1.0"
2022-05-16,"MN","1481627","2580.0","12853","4.0"
2021-07-27,"MN","610839","1029.0","7749","3.0"
2020-04-28,"MN","4645","464.0","319","18.0"
2021-05-06,"MN","584227","1651.0","7297","13.0"
2020-06-15,"MN","30882","189.0","1344","9.0"
2020-05-27,"MN","22464","0.0","942","34.0"
2022-03-25,"MN","1427270","483.0","12589","7.0"
2020-08-16,"MN","65716","554.0","1759","7.0"
2020-03-22,"MN","236","99.0","1","0.0"
2020-05-14,"MN","14240","1323.0","691","53.0"
2021-07-11,"MN","606421","62.0","7715","0.0"
2020-10-08,"MN","107922","0.0","2160","0.0"
2021-02-27,"MN","483790","812.0","6543","13.0"
2021-07-28,"MN","611458","619.0","7753","4.0"
2020-03-30,"MN","576","0.0","10","0.0"
2021-08-11,"MN","622216","1625.0","7808","10.0"
2021-05-02,"MN","579235","1711.0","7253","6.0"
2022-03-20,"MN","1424613","0.0","12531","0.0"
2022-02-23,"MN","1410583","3929.0","12189","26.0"
2020-11-01,"MN","150672","2200.0","2529","18.0"
2020-10-31,"MN","148472","3007.0","2511","20.0"
2021-12-20,"MN","982664","3381.0","10280","45.0"
2021-06-01,"MN","601517","67.0","7520","1.0"
2021-04-07,"MN","532658","1996.0","6986","19.0"
2021-12-17,"MN","979283","3836.0","10235","54.0"
2021-03-01,"MN","485230","636.0","6554","3.0"
2020-12-01,"MN","322312","3549.0","3674","22.0"
2021-02-02,"MN","463132","604.0","6278","8.0"
2022-03-27,"MN","1427270","0.0","12589","0.0"
2021-08-01,"MN","613115","207.0","7765","2.0"
2021-10-18,"MN","758252","951.0","8560","11.0"
2020-07-05,"MN","38569","433.0","1511","3.0"
2022-03-12,"MN","1421869","0.0","12464","0.0"
2020-03-14,"MN","14","0.0","0","0.0"
2022-03-06,"MN","1417811","0.0","12373","0.0"
2020-12-10,"MN","367218","3499.0","4257","89.0"
2020-07-16,"MN","45013","666.0","1573","9.0"
2020-11-17,"MN","236949","5931.0","2999","26.0"
2022-04-23,"MN","1443859","0.0","12752","0.0"
2021-10-30,"MN","787550","0.0","8793","0.0"
2020-05-28,"MN","23531","1067.0","1006","64.0"
2021-12-06,"MN","933025","6094.0","9778","38.0"
2020-09-04,"MN","78966","0.0","1899","0.0"
2021-01-16,"MN","445047","1485.0","5955","37.0"
2021-07-21,"MN","608678","273.0","7737","5.0"
2020-05-26,"MN","22464","504.0","908","0.0"
2021-02-04,"MN","465176","1410.0","6319","17.0"
2021-07-03,"MN","605660","111.0","7703","5.0"
2020-05-07,"MN","10088","1509.0","534","49.0"
2021-02-22,"MN","479591","555.0","6501","1.0"
2020-08-26,"MN","72390","1154.0","1855","13.0"
2020-11-12,"MN","201795","7225.0","2849","39.0"
2020-12-14,"MN","381841","3018.0","4521","18.0"
2020-09-26,"MN","95659","0.0","2056","0.0"
2021-05-11,"MN","589527","575.0","7333","9.0"
2020-07-22,"MN","48721","760.0","1601","9.0"
2021-12-03,"MN","926931","5682.0","9740","62.0"
2020-10-02,"MN","101366","1166.0","2112","10.0"
2021-08-19,"MN","631858","1346.0","7843","8.0"
2020-08-29,"MN","75214","1974.0","1865","6.0"
2022-03-29,"MN","1428704","970.0","12610","8.0"
2020-07-17,"MN","45470","457.0","1578","5.0"
2021-02-11,"MN","470803","898.0","6411","24.0"
2020-05-04,"MN","7234","-4.0","428","0.0"
2022-03-09,"MN","1420720","571.0","12428","17.0"
2020-08-03,"MN","57162","1215.0","1660","6.0"
2021-12-02,"MN","921249","5307.0","9678","72.0"
2021-11-18,"MN","866055","4820.0","9249","32.0"
2022-03-17,"MN","1424107","424.0","12522","10.0"
2020-01-31,"MN","0","0.0","0","0.0"
2020-09-06,"MN","81225","638.0","1912","3.0"
2020-06-02,"MN","25508","300.0","1082","22.0"
2022-04-18,"MN","1438566","928.0","12718","4.0"
2022-01-28,"MN","1309665","14548.0","11532","43.0"
2022-01-11,"MN","1104494","29466.0","10978","28.0"
2020-04-04,"MN","865","76.0","24","2.0"
2021-10-15,"MN","755401","3341.0","8531","28.0"
2020-03-17,"MN","77","17.0","0","0.0"
2020-04-27,"MN","4181","579.0","301","29.0"
2021-12-21,"MN","990047","7383.0","10321","41.0"
2021-09-07,"MN","657492","520.0","7949","6.0"
2021-04-24,"MN","566687","2103.0","7150","8.0"
2021-05-23,"MN","598766","439.0","7463","7.0"
2022-03-28,"MN","1427734","464.0","12602","13.0"
2021-12-30,"MN","1022212","6777.0","10656","54.0"
2020-05-02,"MN","6228","498.0","395","24.0"
2021-11-07,"MN","815008","0.0","8952","0.0"
2021-12-09,"MN","952232","3742.0","9938","40.0"
2021-08-28,"MN","644824","634.0","7894","2.0"
2020-06-13,"MN","30172","377.0","1314","9.0"
2021-04-03,"MN","526267","2064.0","6953","11.0"
2020-11-30,"MN","318763","5794.0","3652","15.0"
2021-10-23,"MN","770246","0.0","8661","0.0"
2021-04-15,"MN","549830","2729.0","7067","11.0"
2022-02-02,"MN","1347000","3910.0","11666","59.0"
2020-06-17,"MN","31296","0.0","1357","0.0"
2021-11-08,"MN","819239","4231.0","8986","34.0"
2021-09-02,"MN","653288","1900.0","7932","21.0"
2021-12-11,"MN","956779","0.0","9996","0.0"
2021-09-13,"MN","669176","896.0","7996","4.0"
2021-02-13,"MN","472791","940.0","6437","7.0"
2020-09-24,"MN","94189","2089.0","2046","9.0"
2020-09-18,"MN","87807","1085.0","2002","8.0"
2021-02-19,"MN","477287","995.0","6480","8.0"
2021-11-17,"MN","861235","3444.0","9217","46.0"
2021-10-22,"MN","770246","2134.0","8661","22.0"
2022-03-18,"MN","1424613","506.0","12531","9.0"
2022-01-31,"MN","1321753","12088.0","11561","29.0"
2022-04-13,"MN","1435914","682.0","12694","5.0"
2020-04-11,"MN","1514","178.0","67","10.0"
2020-10-30,"MN","145465","3154.0","2491","19.0"
2021-07-06,"MN","605803","49.0","7708","3.0"
2020-12-25,"MN","404403","0.0","5109","0.0"
2020-10-29,"MN","142311","2867.0","2472","32.0"
2022-05-07,"MN","1463955","0.0","12805","0.0"
2020-02-06,"MN","0","0.0","0","0.0"
2020-12-24,"MN","404403","1884.0","5109","79.0"
2022-03-30,"MN","1429051","347.0","12621","11.0"
2021-01-08,"MN","431944","2374.0","5688","48.0"
2020-02-04,"MN","0","0.0","0","0.0"
2020-08-23,"MN","70298","714.0","1817","4.0"
2021-09-12,"MN","668280","892.0","7991","3.0"
2020-11-21,"MN","262952","6252.0","3257","51.0"
2021-08-10,"MN","620591","1685.0","7798","7.0"
2020-06-24,"MN","33763","0.0","1432","0.0"
2020-03-09,"MN","2","0.0","0","0.0"
2021-11-06,"MN","815008","0.0","8952","0.0"
2020-09-02,"MN","77085","0.0","1882","0.0"
2021-05-28,"MN","600767","359.0","7501","5.0"
2021-09-09,"MN","664459","1211.0","7967","9.0"
2020-03-26,"MN","399","53.0","4","2.0"
2021-12-25,"MN","996224","0.0","10440","0.0"
2021-05-30,"MN","601384","279.0","7519","8.0"
2020-06-12,"MN","29795","479.0","1305","25.0"
2021-12-04,"MN","926931","0.0","9740","0.0"
2020-03-06,"MN","1","1.0","0","0.0"
2020-09-29,"MN","98447","809.0","2072","5.0"
2020-12-28,"MN","410138","1077.0","5219","13.0"
2022-02-17,"MN","1402439","1815.0","12100","37.0"
2020-09-10,"MN","82249","0.0","1936","0.0"
2021-03-05,"MN","488170","796.0","6602","13.0"
2022-02-14,"MN","1392731","4330.0","11990","33.0"
2020-09-25,"MN","95659","1470.0","2056","10.0"
2021-06-14,"MN","603876","116.0","7610","5.0"
2021-08-14,"MN","625337","486.0","7823","1.0"
2021-10-02,"MN","715968","1178.0","8279","6.0"
2020-01-28,"MN","0","0.0","0","0.0"
2021-04-09,"MN","537828","2646.0","7010","10.0"
2021-09-16,"MN","678978","2473.0","8063","14.0"
2020-03-19,"MN","115","26.0","0","0.0"
2020-05-15,"MN","14240","0.0","692","1.0"
2021-05-29,"MN","601105","338.0","7511","10.0"
2020-05-12,"MN","12917","1118.0","646","55.0"
2021-02-17,"MN","475379","758.0","6458","10.0"
2021-11-25,"MN","891099","0.0","9406","0.0"
2020-07-30,"MN","54464","772.0","1640","6.0"
2020-09-08,"MN","81868","260.0","1921","7.0"
2020-05-06,"MN","8579","728.0","485","30.0"
2021-07-10,"MN","606359","62.0","7715","0.0"
2021-09-20,"MN","684070","821.0","8086","3.0"
2021-12-15,"MN","971667","2217.0","10142","54.0"
2022-04-16,"MN","1437638","0.0","12714","0.0"
2022-05-18,"MN","1488325","2117.0","12875","16.0"
2021-03-10,"MN","493013","905.0","6773","9.0"
2021-05-04,"MN","581335","995.0","7267","11.0"
2021-09-18,"MN","682431","818.0","8079","3.0"
2021-09-06,"MN","656972","518.0","7943","2.0"
2020-11-23,"MN","276500","6343.0","3321","24.0"
2022-01-05,"MN","1049310","4140.0","10811","71.0"
2021-05-19,"MN","596186","654.0","7418","15.0"
2022-01-09,"MN","1064065","0.0","10906","0.0"
2021-07-05,"MN","605754","47.0","7705","1.0"
2020-11-19,"MN","249906","7863.0","3138","72.0"
2021-08-18,"MN","630512","1158.0","7835","5.0"
2021-03-11,"MN","494106","1093.0","6792","19.0"
2021-04-28,"MN","572025","1507.0","7191","22.0"
2020-09-11,"MN","82716","467.0","1949","13.0"
2021-09-21,"MN","690391","6321.0","8104","16.0"
2021-11-03,"MN","807956","2941.0","8885","43.0"
2021-07-31,"MN","612908","207.0","7763","2.0"
2021-03-09,"MN","492108","734.0","6764","2.0"
2021-10-06,"MN","729334","3883.0","8356","40.0"
2020-11-14,"MN","216028","8689.0","2930","35.0"
2021-12-05,"MN","926931","0.0","9740","0.0"
2020-02-19,"MN","0","0.0","0","0.0"
2021-01-05,"MN","425261","1573.0","5520","18.0"
2022-05-10,"MN","1471731","5116.0","12814","5.0"
2020-11-07,"MN","174954","4647.0","2679","34.0"
2020-12-09,"MN","363719","4516.0","4168","82.0"
2020-05-21,"MN","19005","1335.0","851","65.0"
2021-05-01,"MN","577524","1712.0","7247","10.0"
2021-04-18,"MN","556381","1845.0","7098","15.0"
2020-08-01,"MN","55947","759.0","1654","8.0"
2020-04-16,"MN","2013","151.0","101","11.0"
2020-08-25,"MN","71236","529.0","1842","14.0"
2021-03-15,"MN","498218","826.0","6815","1.0"
2021-01-04,"MN","423688","3144.0","5502","13.0"
2022-02-09,"MN","1379102","3823.0","11872","40.0"
2021-07-16,"MN","607524","246.0","7728","3.0"
2021-04-11,"MN","542053","1776.0","7035","13.0"
2020-07-28,"MN","52947","666.0","1629","9.0"
2021-11-04,"MN","811654","3698.0","8917","32.0"
2022-04-01,"MN","1430089","539.0","12640","2.0"
2021-10-10,"MN","737776","1065.0","8424","8.0"
2021-11-27,"MN","895229","0.0","9462","0.0"
2021-05-31,"MN","601450","66.0","7519","0.0"
2021-11-09,"MN","826404","7165.0","9006","20.0"
2021-04-14,"MO","576076","583.0","8883","8.0"
2020-02-24,"MO","0","0.0","0","0.0"
2022-04-13,"MO","1415467","0.0","20141","0.0"
2022-04-18,"MO","1417911","0.0","20241","0.0"
2021-05-22,"MO","596262","293.0","9006","0.0"
2020-10-12,"MO","158257","2789.0","2871","20.0"
2020-12-25,"MO","426100","553.0","6560","48.0"
2022-05-20,"MO","1440814","7332.0","20454","37.0"
2021-03-29,"MO","567024","720.0","8788","10.0"
2021-02-07,"MO","535841","577.0","8258","23.0"
2021-07-29,"MO","676803","4217.0","9650","8.0"
2021-06-16,"MO","608446","724.0","9227","3.0"
2020-01-27,"MO","0","0.0","0","0.0"
2021-02-04,"MO","533260","1393.0","8208","30.0"
2021-02-20,"MO","546475","496.0","8468","13.0"
2022-04-05,"MO","1411722","0.0","19993","0.0"
2020-02-05,"MO","0","0.0","0","0.0"
2020-10-14,"MO","163042","2347.0","2923","31.0"
2020-10-17,"MO","167960","937.0","3012","34.0"
2021-05-16,"MO","593458","207.0","8994","0.0"
2021-05-24,"MO","596914","463.0","9062","56.0"
2020-10-10,"MO","154533","1072.0","2821","29.0"
2020-09-24,"MO","127764","1958.0","2362","25.0"
2022-02-13,"MO","1373439","0.0","17987","0.0"
2020-05-30,"MO","13917","298.0","884","6.0"
2021-11-19,"MO","892349","1913.0","15323","107.0"
2021-03-23,"MO","563918","636.0","8737","8.0"
2021-07-21,"MO","655736","3346.0","9534","8.0"
2021-08-22,"MO","739469","1444.0","10206","1.0"
2022-05-16,"MO","1433482","0.0","20417","0.0"
2022-04-08,"MO","1415467","3745.0","20141","148.0"
2021-07-04,"MO","623734","1108.0","9340","0.0"
2021-08-23,"MO","741788","2319.0","10376","170.0"
2022-03-22,"MO","1407795","582.0","19864","123.0"
2020-12-27,"MO","430715","2034.0","6667","52.0"
2021-09-21,"MO","805879","2129.0","11290","14.0"
2021-01-22,"MO","512627","1993.0","7826","46.0"
2021-09-16,"MO","796997","2526.0","11047","19.0"
2020-03-28,"MO","1794","183.0","20","5.0"
2020-04-29,"MO","8437","307.0","462","15.0"
2021-12-03,"MO","919284","5375.0","15459","7.0"
2022-05-04,"MO","1425626","0.0","20360","0.0"
2022-03-04,"MO","1399719","734.0","19089","1.0"
2021-11-04,"MO","860112","1212.0","12218","5.0"
2021-02-17,"MO","544279","757.0","8424","12.0"
2022-01-26,"MO","1295240","10200.0","17092","22.0"
2021-03-04,"MO","553704","608.0","8606","9.0"
2022-03-30,"MO","1411136","607.0","19990","4.0"
2022-05-06,"MO","1428117","2491.0","20382","22.0"
2021-11-02,"MO","857719","1337.0","12212","9.0"
2021-10-14,"MO","839418","1469.0","11827","6.0"
2022-05-19,"MO","1433482","0.0","20417","0.0"
2021-03-11,"MO","557746","621.0","8665","9.0"
2020-07-02,"MO","27251","948.0","1117","5.0"
2021-06-13,"MO","606285","301.0","9196","0.0"
2020-02-15,"MO","0","0.0","0","0.0"
2021-02-10,"MO","539232","950.0","8311","17.0"
2021-06-04,"MO","602019","516.0","9140","2.0"
2021-03-31,"MO","568091","496.0","8804","10.0"
2021-10-29,"MO","854073","1121.0","12055","4.0"
2020-02-13,"MO","0","0.0","0","0.0"
2022-05-18,"MO","1433482","0.0","20417","0.0"
2022-01-19,"MO","1220014","14242.0","16768","151.0"
2020-02-11,"MO","0","0.0","0","0.0"
2020-06-16,"MO","18244","458.0","1013","9.0"
2021-01-01,"MO","450801","1232.0","6899","43.0"
2022-05-01,"MO","1425626","0.0","20360","0.0"
2020-12-24,"MO","425547","2251.0","6512","34.0"
2020-03-31,"MO","2558","285.0","32","5.0"
2021-12-17,"MO","956648","3125.0","15730","15.0"
2020-06-19,"MO","19648","422.0","1028","6.0"
2021-05-13,"MO","592512","463.0","8993","2.0"
2020-02-09,"MO","0","0.0","0","0.0"
2022-04-03,"MO","1411722","0.0","19993","0.0"
2021-06-21,"MO","611657","733.0","9248","18.0"
2020-03-21,"MO","413","77.0","3","0.0"
2021-12-19,"MO","962301","1902.0","15739","0.0"
2021-09-05,"MO","771811","1283.0","10657","2.0"
2021-06-30,"MO","620025","1291.0","9315","4.0"
2021-10-07,"MO","831384","1595.0","11690","5.0"
2020-12-11,"MO","382354","3868.0","5803","57.0"
2021-07-17,"MO","646383","1394.0","9474","0.0"
2021-03-17,"MO","560975","549.0","8700","9.0"
2021-07-07,"MO","627804","1708.0","9377","2.0"
2020-04-24,"MO","7304","205.0","381","30.0"
2021-11-13,"MO","871996","964.0","12344","1.0"
2020-10-21,"MO","176497","2481.0","3140","35.0"
2020-07-11,"MO","35272","647.0","1175","3.0"
2020-07-10,"MO","34625","1120.0","1172","5.0"
2021-12-04,"MO","920734","1450.0","15459","0.0"
2022-03-20,"MO","1406560","0.0","19736","0.0"
2021-12-05,"MO","922489","1755.0","15462","3.0"
2021-11-18,"MO","890436","1782.0","15216","9.0"
2020-05-02,"MO","9056","68.0","512","18.0"
2022-01-16,"MO","1181515","37.0","16614","0.0"
2021-02-06,"MO","535264","740.0","8235","9.0"
2022-03-10,"MO","1402801","599.0","19347","3.0"
2020-07-07,"MO","30954","1238.0","1154","5.0"
2021-02-05,"MO","534524","1264.0","8226","18.0"
2021-08-31,"MO","760563","2898.0","10622","12.0"
2021-02-01,"MO","528477","2108.0","8135","30.0"
2021-03-02,"MO","552471","637.0","8581","7.0"
2021-04-10,"MO","573565","428.0","8857","7.0"
2021-09-06,"MO","772896","1085.0","10660","3.0"
2021-05-27,"MO","598668","641.0","9081","6.0"
2020-09-06,"MO","98954","589.0","1976","18.0"
2022-04-27,"MO","1421159","0.0","20314","0.0"
2020-06-25,"MO","22426","583.0","1074","7.0"
2021-09-29,"MO","819733","1859.0","11493","8.0"
2021-10-22,"MO","847298","1187.0","11953","3.0"
2020-11-13,"MO","268646","5280.0","4077","49.0"
2022-02-18,"MO","1387860","955.0","18351","11.0"
2021-08-18,"MO","730985","3421.0","10168","7.0"
2021-06-29,"MO","618734","1313.0","9311","9.0"
2021-03-28,"MO","566304","370.0","8778","9.0"
2020-07-22,"MO","46641","1166.0","1281","10.0"
2021-08-15,"MO","722399","1374.0","10028","0.0"
2020-10-27,"MO","190743","3204.0","3357","37.0"
2021-11-10,"MO","866018","0.0","12334","0.0"
2021-09-04,"MO","770528","1507.0","10655","0.0"
2020-04-03,"MO","3314","226.0","64","13.0"
2021-12-07,"MO","926310","2128.0","15535","73.0"
2021-08-05,"MO","697069","3257.0","9819","21.0"
2021-12-27,"MO","986879","9979.0","15887","7.0"
2021-04-07,"MO","571951","666.0","8836","3.0"
2020-07-27,"MO","51253","1344.0","1335","9.0"
2022-01-20,"MO","1236613","16599.0","16775","7.0"
2020-12-07,"MO","366314","5898.0","5537","64.0"
2021-04-27,"MO","583274","791.0","8947","7.0"
2020-09-27,"MO","131133","761.0","2440","31.0"
2020-03-14,"MO","26","11.0","0","0.0"
2020-06-04,"MO","15031","236.0","923","5.0"
2020-01-24,"MO","0","0.0","0","0.0"
2022-03-21,"MO","1407213","653.0","19741","5.0"
2021-02-12,"MO","541190","951.0","8348","18.0"
2020-02-08,"MO","0","0.0","0","0.0"
2020-06-20,"MO","19856","208.0","1040","12.0"
2020-03-16,"MO","65","28.0","0","0.0"
2022-01-27,"MO","1305329","10089.0","17102","10.0"
2022-02-26,"MO","1395127","0.0","18846","0.0"
2021-05-28,"MO","599127","459.0","9080","-1.0"
2021-01-24,"MO","514757","984.0","7889","30.0"
2021-08-03,"MO","689866","4488.0","9777","22.0"
2021-01-28,"MO","522644","1774.0","8026","32.0"
2020-05-22,"MO","12464","207.0","813","9.0"
2021-06-19,"MO","610401","519.0","9228","0.0"
2020-09-26,"MO","130372","917.0","2409","23.0"
2021-06-09,"MO","604380","687.0","9193","0.0"
2022-03-06,"MO","1399719","0.0","19089","0.0"
2020-01-30,"MO","0","0.0","0","0.0"
2022-03-08,"MO","1401636","875.0","19337","249.0"
2021-02-08,"MO","537234","1393.0","8272","14.0"
2022-04-11,"MO","1415467","0.0","20141","0.0"
2021-04-24,"MO","581643","379.0","8931","5.0"
2021-07-25,"MO","664242","1115.0","9558","1.0"
2021-11-27,"MO","903635","1348.0","15334","0.0"
2020-10-26,"MO","187539","3898.0","3320","42.0"
2021-06-10,"MO","605017","637.0","9195","2.0"
2022-05-02,"MO","1425626","0.0","20360","0.0"
2021-09-26,"MO","814180","859.0","11332","0.0"
